gMLP	SVR	SPLS	XGBoost	BayesA
Zm00001d047962	Zm00001d045190	Zm00001d048410	Zm00001d012566	Zm00001d044920
Zm00001d047989	Zm00001d045195	Zm00001d048413	Zm00001d012575	Zm00001d045042
Zm00001d048004	Zm00001d045206	Zm00001d048414	Zm00001d012580	Zm00001d045046
Zm00001d048017	Zm00001d045207	Zm00001d048419	Zm00001d012597	Zm00001d045065
Zm00001d048026	Zm00001d045216	Zm00001d048434	Zm00001d012600	Zm00001d045069
Zm00001d048041	Zm00001d045218	Zm00001d048453	Zm00001d012609	Zm00001d045075
Zm00001d048073	Zm00001d045224	Zm00001d048461	Zm00001d012620	Zm00001d045084
Zm00001d048220	Zm00001d045269	Zm00001d048463	Zm00001d012660	Zm00001d045104
Zm00001d048285	Zm00001d045311	Zm00001d048466	Zm00001d012662	Zm00001d045105
Zm00001d048301	Zm00001d045326	Zm00001d048467	Zm00001d012666	Zm00001d045109
Zm00001d048340	Zm00001d045353	Zm00001d048473	Zm00001d012670	Zm00001d045111
Zm00001d048364	Zm00001d045358	Zm00001d048484	Zm00001d012681	Zm00001d045128
Zm00001d048385	Zm00001d045366	Zm00001d048493	Zm00001d012693	Zm00001d045179
Zm00001d048418	Zm00001d045382	Zm00001d048494	Zm00001d012707	Zm00001d045181
Zm00001d048419	Zm00001d045387	Zm00001d048501	Zm00001d012710	Zm00001d045192
Zm00001d048434	Zm00001d045397	Zm00001d048511	Zm00001d012734	Zm00001d045193
Zm00001d048455	Zm00001d045405	Zm00001d048514	Zm00001d012735	Zm00001d045195
Zm00001d048483	Zm00001d045436	Zm00001d048524	Zm00001d012737	Zm00001d045206
Zm00001d048493	Zm00001d045481	Zm00001d048539	Zm00001d012764	Zm00001d045215
Zm00001d048497	Zm00001d045487	Zm00001d048541	Zm00001d012769	Zm00001d045216
Zm00001d048499	Zm00001d045507	Zm00001d048544	Zm00001d012770	Zm00001d045231
Zm00001d048501	Zm00001d045509	Zm00001d023238	Zm00001d044729	Zm00001d045232
Zm00001d048503	Zm00001d045519	Zm00001d023277	Zm00001d044745	Zm00001d045247
Zm00001d048505	Zm00001d045528	Zm00001d023279	Zm00001d044813	Zm00001d045264
Zm00001d048510	Zm00001d045530	Zm00001d023283	Zm00001d044828	Zm00001d045294
Zm00001d048512	Zm00001d045539	Zm00001d023300	Zm00001d044843	Zm00001d045295
Zm00001d048524	Zm00001d045546	Zm00001d023309	Zm00001d044844	Zm00001d045311
Zm00001d048551	Zm00001d045550	Zm00001d023331	Zm00001d044878	Zm00001d045327
Zm00001d048552	Zm00001d045599	Zm00001d023333	Zm00001d044903	Zm00001d045354
Zm00001d048553	Zm00001d045603	Zm00001d023336	Zm00001d044906	Zm00001d045366
Zm00001d023226	Zm00001d045655	Zm00001d023337	Zm00001d044973	Zm00001d045383
Zm00001d023230	Zm00001d045675	Zm00001d023339	Zm00001d044988	Zm00001d045387
Zm00001d023241	Zm00001d045706	Zm00001d023366	Zm00001d045015	Zm00001d045655
Zm00001d023278	Zm00001d045735	Zm00001d023367	Zm00001d045024	Zm00001d045660
Zm00001d023279	Zm00001d045739	Zm00001d023368	Zm00001d045042	Zm00001d045695
Zm00001d023281	Zm00001d045764	Zm00001d023373	Zm00001d045046	Zm00001d045696
Zm00001d023292	Zm00001d045783	Zm00001d023392	Zm00001d045109	Zm00001d045703
Zm00001d023301	Zm00001d045812	Zm00001d023395	Zm00001d045111	Zm00001d045905
Zm00001d023316	Zm00001d045831	Zm00001d023396	Zm00001d045127	Zm00001d045940
Zm00001d023331	Zm00001d045837	Zm00001d023425	Zm00001d045128	Zm00001d045944
Zm00001d023333	Zm00001d045873	Zm00001d023426	Zm00001d045136	Zm00001d045968
Zm00001d023366	Zm00001d045919	Zm00001d023427	Zm00001d045171	Zm00001d045975
Zm00001d023373	Zm00001d045940	Zm00001d023430	Zm00001d045179	Zm00001d046004
Zm00001d023425	Zm00001d045941	Zm00001d023431	Zm00001d045192	Zm00001d046184
Zm00001d023429	Zm00001d045944	Zm00001d023437	Zm00001d045206	Zm00001d046249
Zm00001d023523	Zm00001d045948	Zm00001d023439	Zm00001d045216	Zm00001d046254
Zm00001d023536	Zm00001d045968	Zm00001d023446	Zm00001d045220	Zm00001d046311
Zm00001d023537	Zm00001d045984	Zm00001d023450	Zm00001d045232	Zm00001d046346
Zm00001d023578	Zm00001d046169	Zm00001d023451	Zm00001d045251	Zm00001d046383
Zm00001d023590	Zm00001d046190	Zm00001d023452	Zm00001d045294	Zm00001d046413
Zm00001d023617	Zm00001d046207	Zm00001d023523	Zm00001d045295	Zm00001d046581
Zm00001d023659	Zm00001d046235	Zm00001d023530	Zm00001d045311	Zm00001d046583
Zm00001d023682	Zm00001d046249	Zm00001d023531	Zm00001d045312	Zm00001d046590
Zm00001d023684	Zm00001d046317	Zm00001d023536	Zm00001d045314	Zm00001d046593
Zm00001d023694	Zm00001d046366	Zm00001d023578	Zm00001d045316	Zm00001d046644
Zm00001d023695	Zm00001d046385	Zm00001d023581	Zm00001d045326	Zm00001d046661
Zm00001d023698	Zm00001d046403	Zm00001d023603	Zm00001d045366	Zm00001d046717
Zm00001d023710	Zm00001d046420	Zm00001d023617	Zm00001d045382	Zm00001d046718
Zm00001d023769	Zm00001d046438	Zm00001d023620	Zm00001d045387	Zm00001d046748
Zm00001d023795	Zm00001d046444	Zm00001d023636	Zm00001d045389	Zm00001d046767
Zm00001d023808	Zm00001d046513	Zm00001d023659	Zm00001d045397	Zm00001d046802
Zm00001d023813	Zm00001d046517	Zm00001d023682	Zm00001d045472	Zm00001d046850
Zm00001d023825	Zm00001d046549	Zm00001d023683	Zm00001d045491	Zm00001d046855
Zm00001d023874	Zm00001d046553	Zm00001d023689	Zm00001d045530	Zm00001d046893
Zm00001d023881	Zm00001d046554	Zm00001d023692	Zm00001d045537	Zm00001d046910
Zm00001d023923	Zm00001d046583	Zm00001d023694	Zm00001d045546	Zm00001d046912
Zm00001d023945	Zm00001d046643	Zm00001d023695	Zm00001d045550	Zm00001d046915
Zm00001d023979	Zm00001d046665	Zm00001d023735	Zm00001d045577	Zm00001d046978
Zm00001d024030	Zm00001d046683	Zm00001d023749	Zm00001d045578	Zm00001d047067
Zm00001d024049	Zm00001d046718	Zm00001d023768	Zm00001d045579	Zm00001d047086
Zm00001d024055	Zm00001d046719	Zm00001d023781	Zm00001d045703	Zm00001d047103
Zm00001d024199	Zm00001d046745	Zm00001d023792	Zm00001d045706	Zm00001d047107
Zm00001d024204	Zm00001d046827	Zm00001d023808	Zm00001d045724	Zm00001d047153
Zm00001d024205	Zm00001d046855	Zm00001d023813	Zm00001d045763	Zm00001d047191
Zm00001d024268	Zm00001d046923	Zm00001d023825	Zm00001d045772	Zm00001d047216
Zm00001d024277	Zm00001d047013	Zm00001d023830	Zm00001d045773	Zm00001d047349
Zm00001d024333	Zm00001d047063	Zm00001d023838	Zm00001d045808	Zm00001d047350
Zm00001d024364	Zm00001d047125	Zm00001d023840	Zm00001d045944	Zm00001d047418
Zm00001d024393	Zm00001d047126	Zm00001d023843	Zm00001d045975	Zm00001d047453
Zm00001d024394	Zm00001d047150	Zm00001d023867	Zm00001d046120	Zm00001d047476
Zm00001d024396	Zm00001d047183	Zm00001d023868	Zm00001d046254	Zm00001d047477
Zm00001d024466	Zm00001d047204	Zm00001d023871	Zm00001d046311	Zm00001d047482
Zm00001d024493	Zm00001d047209	Zm00001d023874	Zm00001d046346	Zm00001d047483
Zm00001d024516	Zm00001d047215	Zm00001d023877	Zm00001d046400	Zm00001d047492
Zm00001d024518	Zm00001d047216	Zm00001d023887	Zm00001d046483	Zm00001d047497
Zm00001d024539	Zm00001d047238	Zm00001d023896	Zm00001d046493	Zm00001d047563
Zm00001d024543	Zm00001d047276	Zm00001d023897	Zm00001d046530	Zm00001d047662
Zm00001d024544	Zm00001d047379	Zm00001d023922	Zm00001d046553	Zm00001d047736
Zm00001d024548	Zm00001d047389	Zm00001d023923	Zm00001d046581	Zm00001d047737
Zm00001d024571	Zm00001d047399	Zm00001d023933	Zm00001d046616	Zm00001d047747
Zm00001d024587	Zm00001d047403	Zm00001d023939	Zm00001d046642	Zm00001d047838
Zm00001d024588	Zm00001d047418	Zm00001d023953	Zm00001d046656	Zm00001d047863
Zm00001d024597	Zm00001d047424	Zm00001d023955	Zm00001d046713	Zm00001d047909
Zm00001d024600	Zm00001d047439	Zm00001d023957	Zm00001d046767	Zm00001d047945
Zm00001d024624	Zm00001d047448	Zm00001d023962	Zm00001d046838	Zm00001d047989
Zm00001d024627	Zm00001d047479	Zm00001d023990	Zm00001d046850	Zm00001d047993
Zm00001d024632	Zm00001d047503	Zm00001d023998	Zm00001d046952	Zm00001d048026
Zm00001d024634	Zm00001d047528	Zm00001d024000	Zm00001d046959	Zm00001d048040
Zm00001d024651	Zm00001d047539	Zm00001d024003	Zm00001d046981	Zm00001d048041
Zm00001d024679	Zm00001d047563	Zm00001d024017	Zm00001d047013	Zm00001d048080
Zm00001d024694	Zm00001d047570	Zm00001d024037	Zm00001d047089	Zm00001d048091
Zm00001d024722	Zm00001d047579	Zm00001d024041	Zm00001d047103	Zm00001d048092
Zm00001d024723	Zm00001d047583	Zm00001d024043	Zm00001d047125	Zm00001d048100
Zm00001d024764	Zm00001d047587	Zm00001d024192	Zm00001d047150	Zm00001d048133
Zm00001d024787	Zm00001d047661	Zm00001d024234	Zm00001d047153	Zm00001d048147
Zm00001d024825	Zm00001d047662	Zm00001d024314	Zm00001d047191	Zm00001d048150
Zm00001d024878	Zm00001d047673	Zm00001d024393	Zm00001d047216	Zm00001d048154
Zm00001d024953	Zm00001d047679	Zm00001d024421	Zm00001d047241	Zm00001d048163
Zm00001d024962	Zm00001d047699	Zm00001d024463	Zm00001d047250	Zm00001d048174
Zm00001d024965	Zm00001d047736	Zm00001d024488	Zm00001d047345	Zm00001d048176
Zm00001d024967	Zm00001d047737	Zm00001d024510	Zm00001d047350	Zm00001d048178
Zm00001d024969	Zm00001d047755	Zm00001d024511	Zm00001d047399	Zm00001d048204
Zm00001d024979	Zm00001d047762	Zm00001d024512	Zm00001d047401	Zm00001d048207
Zm00001d025012	Zm00001d047776	Zm00001d024521	Zm00001d047424	Zm00001d048227
Zm00001d025023	Zm00001d047796	Zm00001d024523	Zm00001d047439	Zm00001d048238
Zm00001d025081	Zm00001d047821	Zm00001d024525	Zm00001d047446	Zm00001d048285
Zm00001d025133	Zm00001d047839	Zm00001d024539	Zm00001d047466	Zm00001d048292
Zm00001d025201	Zm00001d047873	Zm00001d024571	Zm00001d047477	Zm00001d048318
Zm00001d025210	Zm00001d047880	Zm00001d024587	Zm00001d047491	Zm00001d048335
Zm00001d025252	Zm00001d047881	Zm00001d024632	Zm00001d047492	Zm00001d048340
Zm00001d025305	Zm00001d047889	Zm00001d024633	Zm00001d047497	Zm00001d048358
Zm00001d025322	Zm00001d047909	Zm00001d024677	Zm00001d047554	Zm00001d048364
Zm00001d025327	Zm00001d047912	Zm00001d024693	Zm00001d047563	Zm00001d048385
Zm00001d025421	Zm00001d047961	Zm00001d024694	Zm00001d047662	Zm00001d048451
Zm00001d025446	Zm00001d047998	Zm00001d024718	Zm00001d047761	Zm00001d048453
Zm00001d025474	Zm00001d048017	Zm00001d024722	Zm00001d047838	Zm00001d048463
Zm00001d025526	Zm00001d048040	Zm00001d024723	Zm00001d047863	Zm00001d048467
Zm00001d025548	Zm00001d048047	Zm00001d024759	Zm00001d047875	Zm00001d048472
Zm00001d025624	Zm00001d048080	Zm00001d024783	Zm00001d047893	Zm00001d048480
Zm00001d025625	Zm00001d048095	Zm00001d024861	Zm00001d047945	Zm00001d048484
Zm00001d025650	Zm00001d048140	Zm00001d024876	Zm00001d047955	Zm00001d048493
Zm00001d025651	Zm00001d048154	Zm00001d024898	Zm00001d047962	Zm00001d048494
Zm00001d025656	Zm00001d048163	Zm00001d024903	Zm00001d047971	Zm00001d048496
Zm00001d025679	Zm00001d048166	Zm00001d024916	Zm00001d047973	Zm00001d048501
Zm00001d025706	Zm00001d048198	Zm00001d024927	Zm00001d048007	Zm00001d048503
Zm00001d025720	Zm00001d048207	Zm00001d024938	Zm00001d048026	Zm00001d048509
Zm00001d025721	Zm00001d048235	Zm00001d024953	Zm00001d048053	Zm00001d048510
Zm00001d025724	Zm00001d048238	Zm00001d025066	Zm00001d048080	Zm00001d048514
Zm00001d025734	Zm00001d048281	Zm00001d025166	Zm00001d048086	Zm00001d048524
Zm00001d025746	Zm00001d048282	Zm00001d025167	Zm00001d048091	Zm00001d048527
Zm00001d025749	Zm00001d048298	Zm00001d025171	Zm00001d048096	Zm00001d048529
Zm00001d025762	Zm00001d048333	Zm00001d025180	Zm00001d048150	Zm00001d048539
Zm00001d025776	Zm00001d048340	Zm00001d025182	Zm00001d048154	Zm00001d048541
Zm00001d025837	Zm00001d048358	Zm00001d025195	Zm00001d048161	Zm00001d023237
Zm00001d025893	Zm00001d048385	Zm00001d025208	Zm00001d048163	Zm00001d023277
Zm00001d025905	Zm00001d048403	Zm00001d025209	Zm00001d048178	Zm00001d023279
Zm00001d025960	Zm00001d048413	Zm00001d025210	Zm00001d048210	Zm00001d023281
Zm00001d026111	Zm00001d048419	Zm00001d025252	Zm00001d048238	Zm00001d023301
Zm00001d026127	Zm00001d048424	Zm00001d025296	Zm00001d048239	Zm00001d023316
Zm00001d026147	Zm00001d048443	Zm00001d025323	Zm00001d048246	Zm00001d023331
Zm00001d026189	Zm00001d048471	Zm00001d025327	Zm00001d048282	Zm00001d023333
Zm00001d026207	Zm00001d048473	Zm00001d025362	Zm00001d048285	Zm00001d023337
Zm00001d026218	Zm00001d048480	Zm00001d025369	Zm00001d048292	Zm00001d023339
Zm00001d026222	Zm00001d048481	Zm00001d025398	Zm00001d048335	Zm00001d023366
Zm00001d026236	Zm00001d048493	Zm00001d025453	Zm00001d048340	Zm00001d023367
Zm00001d026240	Zm00001d048505	Zm00001d025460	Zm00001d048345	Zm00001d023368
Zm00001d026251	Zm00001d048516	Zm00001d025470	Zm00001d048358	Zm00001d023373
Zm00001d026283	Zm00001d048524	Zm00001d025474	Zm00001d048364	Zm00001d023395
Zm00001d026288	Zm00001d048539	Zm00001d025517	Zm00001d048385	Zm00001d023405
Zm00001d026291	Zm00001d048541	Zm00001d025623	Zm00001d048392	Zm00001d023420
Zm00001d026301	Zm00001d048542	Zm00001d025624	Zm00001d048400	Zm00001d023425
Zm00001d026334	Zm00001d048552	Zm00001d025679	Zm00001d048439	Zm00001d023426
Zm00001d026347	Zm00001d023241	Zm00001d025695	Zm00001d048451	Zm00001d023427
Zm00001d026353	Zm00001d023249	Zm00001d025710	Zm00001d048461	Zm00001d023431
Zm00001d026354	Zm00001d023262	Zm00001d025712	Zm00001d048463	Zm00001d023437
Zm00001d026358	Zm00001d023270	Zm00001d025716	Zm00001d048466	Zm00001d023439
Zm00001d026361	Zm00001d023273	Zm00001d025721	Zm00001d048467	Zm00001d023451
Zm00001d026363	Zm00001d023279	Zm00001d025722	Zm00001d048472	Zm00001d023452
Zm00001d026422	Zm00001d023301	Zm00001d025727	Zm00001d048494	Zm00001d023465
Zm00001d026426	Zm00001d023309	Zm00001d025734	Zm00001d048503	Zm00001d023523
Zm00001d026475	Zm00001d023331	Zm00001d025767	Zm00001d048509	Zm00001d023530
Zm00001d026477	Zm00001d023336	Zm00001d025803	Zm00001d048510	Zm00001d023531
Zm00001d026478	Zm00001d023368	Zm00001d025808	Zm00001d048514	Zm00001d023536
Zm00001d026501	Zm00001d023376	Zm00001d025820	Zm00001d048524	Zm00001d023578
Zm00001d026515	Zm00001d023396	Zm00001d025887	Zm00001d048531	Zm00001d023581
Zm00001d026535	Zm00001d023426	Zm00001d025892	Zm00001d048532	Zm00001d023617
Zm00001d026547	Zm00001d023427	Zm00001d025894	Zm00001d048535	Zm00001d023659
Zm00001d026575	Zm00001d023430	Zm00001d025903	Zm00001d048536	Zm00001d023689
Zm00001d026586	Zm00001d023439	Zm00001d025907	Zm00001d048540	Zm00001d023692
Zm00001d026609	Zm00001d023459	Zm00001d025919	Zm00001d048544	Zm00001d023694
Zm00001d026621	Zm00001d023501	Zm00001d025996	Zm00001d048564	Zm00001d023695
Zm00001d026630	Zm00001d023504	Zm00001d025997	Zm00001d023226	Zm00001d023813
Zm00001d026636	Zm00001d023507	Zm00001d026063	Zm00001d023229	Zm00001d023825
Zm00001d026645	Zm00001d023510	Zm00001d026068	Zm00001d023237	Zm00001d023830
Zm00001d026669	Zm00001d023523	Zm00001d026070	Zm00001d023258	Zm00001d023840
Zm00001d026677	Zm00001d023531	Zm00001d026083	Zm00001d023273	Zm00001d023843
NA	Zm00001d023553	Zm00001d026088	Zm00001d023277	Zm00001d023877
NA	Zm00001d023578	Zm00001d026122	Zm00001d023278	Zm00001d023880
NA	Zm00001d023581	Zm00001d026127	Zm00001d023281	Zm00001d023897
NA	Zm00001d023630	Zm00001d026163	Zm00001d023292	Zm00001d023923
NA	Zm00001d023634	Zm00001d026218	Zm00001d023300	Zm00001d023933
NA	Zm00001d023635	Zm00001d026222	Zm00001d023302	Zm00001d023955
NA	Zm00001d023683	Zm00001d026240	Zm00001d023306	Zm00001d023964
NA	Zm00001d023692	Zm00001d026280	Zm00001d023333	Zm00001d024003
NA	Zm00001d023718	Zm00001d026285	Zm00001d023336	Zm00001d024037
NA	Zm00001d023735	Zm00001d026293	Zm00001d023337	Zm00001d024041
NA	Zm00001d023796	Zm00001d026301	Zm00001d023366	Zm00001d024294
NA	Zm00001d023825	Zm00001d026334	Zm00001d023368	Zm00001d024314
NA	Zm00001d023882	Zm00001d026337	Zm00001d023373	Zm00001d024319
NA	Zm00001d023895	Zm00001d026347	Zm00001d023426	Zm00001d024378
NA	Zm00001d023897	Zm00001d026351	Zm00001d023427	Zm00001d024413
NA	Zm00001d023953	Zm00001d026361	Zm00001d023429	Zm00001d024488
NA	Zm00001d023964	Zm00001d026362	Zm00001d023434	Zm00001d024510
NA	Zm00001d023984	Zm00001d026363	Zm00001d023437	Zm00001d024512
NA	Zm00001d023990	Zm00001d026366	Zm00001d023439	Zm00001d024516
NA	Zm00001d023994	Zm00001d026369	Zm00001d023452	Zm00001d024523
NA	Zm00001d024030	Zm00001d026379	Zm00001d023465	Zm00001d024525
NA	Zm00001d024041	Zm00001d026391	Zm00001d023523	Zm00001d024538
NA	Zm00001d024094	Zm00001d026392	Zm00001d023566	Zm00001d024540
NA	Zm00001d024148	Zm00001d026401	Zm00001d023646	Zm00001d024627
NA	Zm00001d024153	Zm00001d026422	Zm00001d023659	Zm00001d024633
NA	Zm00001d024154	Zm00001d026426	Zm00001d023690	Zm00001d024677
NA	Zm00001d024192	Zm00001d026437	Zm00001d023694	Zm00001d024693
NA	Zm00001d024205	Zm00001d026445	Zm00001d023749	Zm00001d024722
NA	Zm00001d024212	Zm00001d026477	Zm00001d023813	Zm00001d024861
NA	Zm00001d024305	Zm00001d026485	Zm00001d023830	Zm00001d024867
NA	Zm00001d024323	Zm00001d026487	Zm00001d023839	Zm00001d024903
NA	Zm00001d024378	Zm00001d026490	Zm00001d023874	Zm00001d024927
NA	Zm00001d024408	Zm00001d026501	Zm00001d023880	Zm00001d024938
NA	Zm00001d024509	Zm00001d026535	Zm00001d023923	Zm00001d024953
NA	Zm00001d024510	Zm00001d026536	Zm00001d023929	Zm00001d024965
NA	Zm00001d024530	Zm00001d026540	Zm00001d023979	Zm00001d025021
NA	Zm00001d024539	Zm00001d026555	Zm00001d023994	Zm00001d025167
NA	Zm00001d024568	Zm00001d026568	Zm00001d023998	Zm00001d025180
NA	Zm00001d024572	Zm00001d026569	Zm00001d024003	Zm00001d025185
NA	Zm00001d024600	Zm00001d026573	Zm00001d024037	Zm00001d025195
NA	Zm00001d024620	Zm00001d026575	Zm00001d024048	Zm00001d025252
NA	Zm00001d024631	Zm00001d026587	Zm00001d024378	Zm00001d025294
NA	Zm00001d024632	Zm00001d026590	Zm00001d024410	Zm00001d025296
NA	Zm00001d024633	Zm00001d026639	Zm00001d024486	Zm00001d025323
NA	Zm00001d024634	Zm00001d026645	Zm00001d024516	Zm00001d025327
NA	Zm00001d024651	Zm00001d026669	Zm00001d024525	Zm00001d025354
NA	Zm00001d024675	Zm00001d026672	Zm00001d024543	Zm00001d025460
NA	Zm00001d024677	Zm00001d026677	Zm00001d024583	Zm00001d025474
NA	Zm00001d024694	NA	Zm00001d024587	Zm00001d025624
NA	Zm00001d024729	NA	Zm00001d024588	Zm00001d025695
NA	Zm00001d024765	NA	Zm00001d024602	Zm00001d025721
NA	Zm00001d024779	NA	Zm00001d024633	Zm00001d025746
NA	Zm00001d024821	NA	Zm00001d024651	Zm00001d025762
NA	Zm00001d024824	NA	Zm00001d024674	Zm00001d025887
NA	Zm00001d024828	NA	Zm00001d024677	Zm00001d025888
NA	Zm00001d024832	NA	Zm00001d024693	Zm00001d025899
NA	Zm00001d024858	NA	Zm00001d024723	Zm00001d025907
NA	Zm00001d024861	NA	Zm00001d024729	Zm00001d025992
NA	Zm00001d024891	NA	Zm00001d024734	Zm00001d025996
NA	Zm00001d024939	NA	Zm00001d024788	Zm00001d026063
NA	Zm00001d024965	NA	Zm00001d024819	Zm00001d026070
NA	Zm00001d024967	NA	Zm00001d024872	Zm00001d026078
NA	Zm00001d024979	NA	Zm00001d024878	Zm00001d026097
NA	Zm00001d025023	NA	Zm00001d024909	Zm00001d026147
NA	Zm00001d025161	NA	Zm00001d024938	Zm00001d026163
NA	Zm00001d025165	NA	Zm00001d024939	Zm00001d026189
NA	Zm00001d025166	NA	Zm00001d024979	Zm00001d026213
NA	Zm00001d025167	NA	Zm00001d025012	Zm00001d026218
NA	Zm00001d025180	NA	Zm00001d025021	Zm00001d026222
NA	Zm00001d025203	NA	Zm00001d025200	Zm00001d026240
NA	Zm00001d025206	NA	Zm00001d025210	Zm00001d026280
NA	Zm00001d025236	NA	Zm00001d025241	Zm00001d026285
NA	Zm00001d025271	NA	Zm00001d025294	Zm00001d026291
NA	Zm00001d025323	NA	Zm00001d025362	Zm00001d026334
NA	Zm00001d025353	NA	Zm00001d025375	Zm00001d026347
NA	Zm00001d025375	NA	Zm00001d025398	Zm00001d026361
NA	Zm00001d025380	NA	Zm00001d025433	Zm00001d026362
NA	Zm00001d025416	NA	Zm00001d025551	Zm00001d026363
NA	Zm00001d025461	NA	Zm00001d025575	Zm00001d026366
NA	Zm00001d025549	NA	Zm00001d025580	Zm00001d026379
NA	Zm00001d025574	NA	Zm00001d025670	Zm00001d026391
NA	Zm00001d025580	NA	Zm00001d025687	Zm00001d026401
NA	Zm00001d025587	NA	Zm00001d025695	Zm00001d026402
NA	Zm00001d025590	NA	Zm00001d025721	Zm00001d026422
NA	Zm00001d025614	NA	Zm00001d025727	Zm00001d026485
NA	Zm00001d025650	NA	Zm00001d025734	Zm00001d026515
NA	Zm00001d025651	NA	Zm00001d025749	Zm00001d026535
NA	Zm00001d025652	NA	Zm00001d025803	Zm00001d026536
NA	Zm00001d025665	NA	Zm00001d025887	Zm00001d026547
NA	Zm00001d025687	NA	Zm00001d025888	Zm00001d026573
NA	Zm00001d025694	NA	Zm00001d025889	Zm00001d026575
NA	Zm00001d025722	NA	Zm00001d025899	Zm00001d026590
NA	Zm00001d025727	NA	Zm00001d025907	Zm00001d026604
NA	Zm00001d025746	NA	Zm00001d025915	Zm00001d026618
NA	Zm00001d025773	NA	Zm00001d025944	Zm00001d026677
NA	Zm00001d025776	NA	Zm00001d025951	NA
NA	Zm00001d025808	NA	Zm00001d025958	NA
NA	Zm00001d025816	NA	Zm00001d025979	NA
NA	Zm00001d025822	NA	Zm00001d025997	NA
NA	Zm00001d025825	NA	Zm00001d025998	NA
NA	Zm00001d025830	NA	Zm00001d026010	NA
NA	Zm00001d025837	NA	Zm00001d026031	NA
NA	Zm00001d025866	NA	Zm00001d026035	NA
NA	Zm00001d025885	NA	Zm00001d026051	NA
NA	Zm00001d025889	NA	Zm00001d026070	NA
NA	Zm00001d025892	NA	Zm00001d026097	NA
NA	Zm00001d025903	NA	Zm00001d026130	NA
NA	Zm00001d025939	NA	Zm00001d026140	NA
NA	Zm00001d025950	NA	Zm00001d026147	NA
NA	Zm00001d025966	NA	Zm00001d026148	NA
NA	Zm00001d025984	NA	Zm00001d026149	NA
NA	Zm00001d026020	NA	Zm00001d026153	NA
NA	Zm00001d026031	NA	Zm00001d026189	NA
NA	Zm00001d026051	NA	Zm00001d026192	NA
NA	Zm00001d026062	NA	Zm00001d026193	NA
NA	Zm00001d026064	NA	Zm00001d026222	NA
NA	Zm00001d026078	NA	Zm00001d026240	NA
NA	Zm00001d026094	NA	Zm00001d026241	NA
NA	Zm00001d026139	NA	Zm00001d026243	NA
NA	Zm00001d026147	NA	Zm00001d026267	NA
NA	Zm00001d026152	NA	Zm00001d026280	NA
NA	Zm00001d026176	NA	Zm00001d026283	NA
NA	Zm00001d026211	NA	Zm00001d026286	NA
NA	Zm00001d026213	NA	Zm00001d026288	NA
NA	Zm00001d026222	NA	Zm00001d026295	NA
NA	Zm00001d026243	NA	Zm00001d026296	NA
NA	Zm00001d026253	NA	Zm00001d026301	NA
NA	Zm00001d026286	NA	Zm00001d026337	NA
NA	Zm00001d026337	NA	Zm00001d026347	NA
NA	Zm00001d026351	NA	Zm00001d026366	NA
NA	Zm00001d026361	NA	Zm00001d026369	NA
NA	Zm00001d026363	NA	Zm00001d026379	NA
NA	Zm00001d026368	NA	Zm00001d026383	NA
NA	Zm00001d026402	NA	Zm00001d026397	NA
NA	Zm00001d026422	NA	Zm00001d026422	NA
NA	Zm00001d026458	NA	Zm00001d026445	NA
NA	Zm00001d026477	NA	Zm00001d026479	NA
NA	Zm00001d026478	NA	Zm00001d026487	NA
NA	Zm00001d026487	NA	Zm00001d026535	NA
NA	Zm00001d026506	NA	Zm00001d026536	NA
